model,mode,image_name,region,gt_name,gt_tag,pred_name,pred_tag
gemma3:12b,text,brooklyn__38__crop_001,brooklyn,95 South,amenity=restaurant,RESTAURANT,amenity=restaurant
gemma3:12b,text,brooklyn__38__crop_002,brooklyn,PHARMACY,amenity=pharmacy,FARE HEATH PHARMACYLE,amenity=pharmacy
gemma3:12b,text,brooklyn__38__crop_003,brooklyn,95 South,amenity=restaurant,RESTAURANT,amenity=restaurant
gemma3:12b,text,brooklyn__38__crop_004,brooklyn,PHARMACY,amenity=pharmacy,PHARMACYL,amenity=pharmacy
gemma3:12b,text,brooklyn__3__crop_001,brooklyn,LAUNDROMAT,shop=laundry,LAUNDROMAT,shop=laundry
gemma3:12b,text,brooklyn__40__crop_001,brooklyn,SHEER MADNESS,shop=hairdresser,SHEER MADNESS,amenity=bar
gemma3:12b,text,brooklyn__41__crop_001,brooklyn,FRANKLIN EXPRESS,shop=laundry,LAUNDRY CENTER,shop=laundry
gemma3:12b,text,brooklyn__42__crop_001,brooklyn,Bagel Pub,amenity=bar,Bagel Pub,amenity=restaurant
gemma3:12b,text,brooklyn__44__crop_001,brooklyn,SJ MARKET,shop=supermarket,SJ MARKET,shop=supermarket
gemma3:12b,text,brooklyn__45__crop_001,brooklyn,HAPPY WOK,amenity=restaurant,HAPPY WOK,amenity=restaurant
gemma3:12b,text,brooklyn__46__crop_001,brooklyn,NOOKLYN,office=estate_agent,NOOKLYN,amenity=book_cafe
gemma3:12b,text,brooklyn__47__crop_002,brooklyn,MISC,amenity=restaurant,MISC,unknown
gemma3:12b,text,brooklyn__48__crop_001,brooklyn,RESTAURANT,amenity=restaurant,&7ons RESTAURANT,amenity=restaurant
gemma3:12b,text,brooklyn__48__crop_002,brooklyn,DELI GROCERY,shop=convenience,Amigos,shop=convenience
gemma3:12b,text,brooklyn__49__crop_001,brooklyn,enterprise,amenity=car_rental,rent-a-car,amenity=car_rental
gemma3:12b,text,brooklyn__49__crop_002,brooklyn,enterprise,amenity=car_rental,rent-a-car,amenity=car_rental
gemma3:12b,text,brooklyn__4__crop_001,brooklyn,SuperMarket,shop=supermarket,Supermarket,shop=supermarket
gemma3:12b,text,brooklyn__50__crop_001,brooklyn,THE NEW ATLANTIC Restaurant,amenity=restaurant,THE NEW ATLANTIC Restaurant,amenity=restaurant
gemma3:12b,text,brooklyn__51__crop_001,brooklyn,enterprise,amenity=car_rental,rent-a-car,amenity=car_rental
gemma3:12b,text,brooklyn__52__crop_001,brooklyn,StateFarm,office=company,StateFarm,office=company
gemma3:12b,text,brooklyn__54__crop_001,brooklyn,R FERRARO COLLISION,shop=car_repair,R. FERRARO,shop=car_repair
gemma3:12b,text,brooklyn__54__crop_002,brooklyn,CAROUSEL BEVERAGES,amenity=bar,CAROUSEL BEVERAGES,amenity=bar
gemma3:12b,text,brooklyn__55__crop_001,brooklyn,MIGHTY QUINNS,amenity=restaurant,MIGHTY QUINN'S,amenity=restaurant
gemma3:12b,text,brooklyn__57__crop_001,brooklyn,CAROUSEL BEVERAGES,amenity=bar,BEER CAROUSEL,amenity=bar
gemma3:12b,text,brooklyn__57__crop_003,brooklyn,Powerplay,leisure=fitness_centre,Powerplay,leisure=fitness_centre
gemma3:12b,text,brooklyn__58__crop_001,brooklyn,Powerplay,leisure=fitness_centre,CAMP PROGRANS,leisure=fitness_centre
gemma3:12b,text,brooklyn__59__crop_001,brooklyn,NEW MILLENNIUM MOTORS INC,shop=car_repair,"NEW MILLENNIUM MOTORS, INC.",shop=car_repair
gemma3:12b,text,brooklyn__5__crop_001,brooklyn,ROYAL BAKERY ROTI,shop=bakery,ROYAL,restaurant
gemma3:12b,text,brooklyn__5__crop_002,brooklyn,Nostrand Gold Dealers,shop=jewelry,hrAnLeoCLmL,unknown
gemma3:12b,text,brooklyn__60__crop_001,brooklyn,Powerplay,leisure=fitness_centre,ACTIVITY CENTER,leisure=fitness_centre
gemma3:12b,text,brooklyn__60__crop_004,brooklyn,RISE DEVELOPMENT,office=estate_agent,RISE,office=company
gemma3:12b,text,brooklyn__61__crop_001,brooklyn,DONATO,office=company,PLUMDINGCSOMMERCIAL,office=company
gemma3:12b,text,brooklyn__61__crop_002,brooklyn,DONATO INC,office=company,DONATO INC.,office=company
gemma3:12b,text,brooklyn__62__crop_001,brooklyn,DRUG STORE,amenity=pharmacy,DRUG STORE,amenity=pharmacy
gemma3:12b,text,brooklyn__63__crop_001,brooklyn,FOOD CENTER,amenity=restaurant,BrothersFOOD CENTER,amenity=restaurant
gemma3:12b,text,brooklyn__63__crop_002,brooklyn,GRANDMA LAUNDRY CORNER INC,shop=laundry,GRANDMA LAUNDRY CORNER INC.,shop=laundry
gemma3:12b,text,brooklyn__64__crop_001,brooklyn,BEAUTY SALON,shop=hairdresser,BEAUTY SALON,shop=beauty
gemma3:12b,text,brooklyn__65__crop_001,brooklyn,HARDEE,amenity=fast_food,Mew HARDEE HINLAN,amenity=restaurant
gemma3:12b,text,brooklyn__66__crop_001,brooklyn,DELI,shop=convenience,DELI,restaurant
gemma3:12b,text,brooklyn__66__crop_002,brooklyn,MOZEB,shop=supermarket,MOZEB,unknown
gemma3:12b,text,brooklyn__68__crop_001,brooklyn,UNISEX SALON,shop=hairdresser,HaiUNISEX SALON,shop=hairdresser
gemma3:12b,text,brooklyn__68__crop_002,brooklyn,Franklin Eyecare,amenity=clinic,Franklin Eyecare,shop=optician
gemma3:12b,text,brooklyn__69__crop_001,brooklyn,AMY UNIQUE NAILS INC,shop=beauty,AMY UNIQUE NAILS INC.,shop=beauty
gemma3:12b,text,brooklyn__69__crop_002,brooklyn,SMOK SHOP,shop=smoke_shop,SHOP,shop
gemma3:12b,text,brooklyn__69__crop_003,brooklyn,Lemon Grass,amenity=restaurant,LemonGrass,amenity=restaurant
gemma3:12b,text,brooklyn__70__crop_001,brooklyn,JUICY KING CRAB,amenity=fast_food,JUICY KING CRAB,amenity=restaurant
gemma3:12b,text,brooklyn__70__crop_002,brooklyn,JUICY KING CRAB,amenity=fast_food,YKING,unknown
gemma3:12b,text,brooklyn__71__crop_001,brooklyn,NAILS,shop=beauty,Golden7,shop=beauty
gemma3:12b,text,brooklyn__73__crop_001,brooklyn,POPEYES,amenity=fast_food,POPeYeS,amenity=restaurant
gemma3:12b,text,brooklyn__73__crop_002,brooklyn,SuperFoodtown,shop=supermarket,SuperFoodtown,shop=supermarket
gemma3:12b,text,brooklyn__75__crop_001,brooklyn,NEXT LEVEL Fashions,shop=clothes,NEXT,unknown
gemma3:12b,text,brooklyn__75__crop_002,brooklyn,Modern Nails,shop=beauty,Hodan Jaills,unknown
gemma3:12b,text,brooklyn__76__crop_001,brooklyn,Modern Nails,shop=beauty,Professional Nails Care,shop=beauty
gemma3:12b,text,brooklyn__77__crop_001,brooklyn,Modern Nails,shop=beauty,Professional Nails Care,shop=beauty
gemma3:12b,text,brooklyn__77__crop_002,brooklyn,Mini Market,shop=supermarket,Blessed Mini Market,shop=convenience
gemma3:12b,text,brooklyn__78__crop_001,brooklyn,MNS 99 CENTS UP INC,shop=supermarket,"MNS 99 CENTS & UP, INC",unknown
gemma3:12b,text,brooklyn__79__crop_001,brooklyn,HAIR STUDIO,shop=hairdresser,HAIR STUDIO,shop=hairdresser
gemma3:12b,text,brooklyn__80__crop_001,brooklyn,FULTON,amenity=bar,WHISKEYS,amenity=bar
gemma3:12b,text,brooklyn__80__crop_002,brooklyn,Soldier Restaurant Inc,amenity=restaurant,Soldier Restaurant Inc.,amenity=restaurant
gemma3:12b,text,brooklyn__80__crop_003,brooklyn,HAIR STUDIO,shop=hairdresser,HAIR STUDIO,shop=hairdresser
gemma3:12b,text,brooklyn__81__crop_001,brooklyn,BEAUTY SUPPLY,shop=beauty,Oumou's,shop=beauty
gemma3:12b,text,brooklyn__83__crop_001,brooklyn,FULTON,amenity=bar,RAUOFULTON,amenity=bar
gemma3:12b,text,brooklyn__83__crop_002,brooklyn,A GUSTO,amenity=restaurant,HAT BISTRO,amenity=restaurant
gemma3:12b,text,brooklyn__85__crop_002,brooklyn,LAUNDROMAT,shop=laundry,LAUNDROMAT,shop=laundry
gemma3:12b,text,brooklyn__86__crop_002,brooklyn,Dominos,amenity=fast_food,Domino's,amenity=fast_food
gemma3:12b,text,brooklyn__87__crop_001,brooklyn,DOG DAYCARE,amenity=veterinary,DOG DAYCARE,shop=pet
gemma3:12b,text,brooklyn__88__crop_001,brooklyn,Blooming Brows,shop=beauty,Blooming Brows,shop=beauty
gemma3:12b,text,brooklyn__89__crop_001,brooklyn,Dreamer Nails,shop=beauty,Dreamer Nails,shop=beauty
gemma3:12b,text,brooklyn__8__crop_001,brooklyn,NAILS,shop=beauty,Oachid Salon,shop=florist
gemma3:12b,text,brooklyn__90__crop_001,brooklyn,AR POSTAL MULTISERVICES,amenity=post_office,AR POSTAL & MULTISERVICES,amenity=post_office
gemma3:12b,text,brooklyn__91__crop_001,brooklyn,SOGHO HAIR Salon BRAIDING,shop=hairdresser,SOGHO EPRESS AFRICAN,shop=hairdresser
gemma3:12b,text,brooklyn__92__crop_002,brooklyn,NAIL,shop=beauty,,unknown
gemma3:12b,text,brooklyn__93__crop_001,brooklyn,BRAIDING STYLING,shop=hairdresser,AMINATA,shop=hairdresser
gemma3:12b,text,brooklyn__94__crop_001,brooklyn,RICKY S,amenity=restaurant,RICKY'S JAMAICAN AMERICAN RESTAURANT,amenity=restaurant
gemma3:12b,text,brooklyn__94__crop_002,brooklyn,NEW PEOPLES RESTAURANT,amenity=restaurant,NEW PEOPLE'S RESTAURANT,amenity=restaurant
gemma3:12b,text,brooklyn__94__crop_003,brooklyn,HARDWARE,shop=hardware,FULTON HOME CENTER,shop=hardware
gemma3:12b,text,brooklyn__95__crop_001,brooklyn,NEW PEOPLES RESTAURANT,amenity=restaurant,NEW PEOPLE'S RESTAURANT,amenity=restaurant
gemma3:12b,text,brooklyn__95__crop_002,brooklyn,HARDWARE,shop=hardware,WE CUT KEYS,unknown
gemma3:12b,text,brooklyn__96__crop_001,brooklyn,Rockaway GOURMET DELI GRILL,shop=convenience,Rockaway GOURMET DEL & GILL,amenity=restaurant
gemma3:12b,text,brooklyn__97__crop_001,brooklyn,BEAUTY SUPPLY INC,shop=beauty,K&M,office=company
gemma3:12b,text,brooklyn__97__crop_002,brooklyn,NAILS Inc,shop=beauty,NAILS Inc.,shop=beauty
gemma3:12b,text,brooklyn__97__crop_003,brooklyn,Rockaway GOURMET DELI GRILL,shop=convenience,GOURMET DELI & GRILL,amenity=restaurant
gemma3:12b,text,brooklyn__98__crop_001,brooklyn,BARGAINLAND,shop=supermarket,BARGAINLAND,shop=supermarket
gemma3:12b,text,brooklyn__98__crop_002,brooklyn,BEAUTY SUPPLY INC,shop=beauty,K&M,unknown
gemma3:12b,text,brooklyn__98__crop_003,brooklyn,NAILS Inc,shop=beauty,NAILS Inc.,shop=beauty
gemma3:12b,text,brooklyn__99__crop_002,brooklyn,eyes nyc,shop=optician,eyes.nyc,unknown
gemma3:12b,text,brooklyn__9__crop_001,brooklyn,JOHN GARDEN,amenity=restaurant,JUHN GARDEN,amenity=restaurant
gemma3:12b,text,gangnam__100__crop_001,gangnam,Chicken,amenity=fast_food,비비큐치킨,amenity=fast_food
gemma3:12b,text,gangnam__10__crop_001,gangnam,HOTEL,tourism=hotel,HOTEL,tourism=hotel
gemma3:12b,text,gangnam__10__crop_002,gangnam,Saboten,amenity=restaurant,THE ORIGINAL SHINJUKU DON IOU,restaurant
gemma3:12b,text,gangnam__11__crop_001,gangnam,LOTTERIA,amenity=fast_food,LOTTERIA 롯데리아,amenity=fast_food
gemma3:12b,text,gangnam__11__crop_002,gangnam,짚동가리쌩주,amenity=bar,Korean Pub,amenity=bar
gemma3:12b,text,gangnam__12__crop_001,gangnam,럭셔리브라더스,office=company,럭셔리브라더스,unknown
gemma3:12b,text,gangnam__12__crop_002,gangnam,신오약국,amenity=pharmacy,신오,unknown
gemma3:12b,text,gangnam__13__crop_001,gangnam,The Coffee Bean,amenity=cafe,The Coffee Bean,amenity=cafe
gemma3:12b,text,gangnam__17__crop_001,gangnam,MLB,shop=clothes,MLB,unknown
gemma3:12b,text,gangnam__17__crop_002,gangnam,espoir,shop=beauty,espoir,shop=beauty
gemma3:12b,text,gangnam__18__crop_001,gangnam,MLB,shop=clothes,B,unknown
gemma3:12b,text,gangnam__18__crop_002,gangnam,우리은행 강남역지점,amenity=bank,우리은행,amenity=bank
gemma3:12b,text,gangnam__19__crop_001,gangnam,파파스레시피 2F,amenity=restaurant,쭈꾸미불고기전문,amenity=restaurant
gemma3:12b,text,gangnam__1__crop_001,gangnam,milk,amenity=karaoke_box,MILK MUSIC TOWN,amenity=cafe
gemma3:12b,text,gangnam__20__crop_001,gangnam,THE PLACE ITALIAN URBAN BISTRO,amenity=restaurant,ITALIAN URBAN BISTRO,amenity=restaurant
gemma3:12b,text,gangnam__21__crop_001,gangnam,baskin BR robbins,amenity=ice_cream,baskiN BR robbiNs,amenity=ice_cream
gemma3:12b,text,gangnam__22__crop_001,gangnam,혜화 돌쇠 아저씨,amenity=restaurant,혜화 돌쇠,restaurant
gemma3:12b,text,gangnam__23__crop_001,gangnam,문교동낙지,amenity=restaurant,문교동낙지,amenity=restaurant
gemma3:12b,text,gangnam__24__crop_001,gangnam,SUBWAY,amenity=fast_food,SUBWAY,amenity=fast_food
gemma3:12b,text,gangnam__25__crop_001,gangnam,GOLD,,GOLD,unknown
gemma3:12b,text,gangnam__27__crop_001,gangnam,CU,shop=convenience,CU,shop=convenience
gemma3:12b,text,gangnam__28__crop_001,gangnam,THE CAFE 8 6 8,amenity=cafe,THE CAFE,amenity=cafe
gemma3:12b,text,gangnam__29__crop_001,gangnam,라이브 유흥주점,amenity=bar,오페라,amenity=bar
gemma3:12b,text,gangnam__2__crop_001,gangnam,HERRY S COFFEE,amenity=cafe,HERRY'S COFFEE,amenity=cafe
gemma3:12b,text,gangnam__30__crop_001,gangnam,Emoi,amenity=restaurant,VIETNAM KITCHEN,amenity=restaurant
gemma3:12b,text,gangnam__31__crop_001,gangnam,정통중국요리,amenity=restaurant,최정통주국요리,amenity=restaurant
gemma3:12b,text,gangnam__32__crop_001,gangnam,IZAKAYA TAN,amenity=bar,IZAKAYA TAN,amenity=restaurant
gemma3:12b,text,gangnam__33__crop_001,gangnam,DUNKIN,shop=bakery,DUNKIN DONUTS,amenity=fast_food
gemma3:12b,text,gangnam__34__crop_001,gangnam,MINI STOP,shop=convenience,MINI STOP,shop=convenience
gemma3:12b,text,gangnam__35__crop_001,gangnam,olleh O,shop=mobile_phone,Glleh,shop=mobile_phone
gemma3:12b,text,gangnam__35__crop_002,gangnam,효성해링턴타워,office=building,더 퍼스트,office=building
gemma3:12b,text,gangnam__35__crop_004,gangnam,olleh O,shop=mobile_phone,스학포예스 강남역점,shop=mobile_phone
gemma3:12b,text,gangnam__35__crop_006,gangnam,효성해링턴타워,office=building,더 퍼스트,office=building
gemma3:12b,text,gangnam__37__crop_001,gangnam,eye scream,shop=optician,아의스크림,amenity=ice_cream
gemma3:12b,text,gangnam__38__crop_001,gangnam,CANDLE SOAP,amenity=cafe,CANDLEASOAP,unknown
gemma3:12b,text,gangnam__39__crop_001,gangnam,쭈꾸미불낙,amenity=restaurant,쭈꾸미불낙,amenity=restaurant
gemma3:12b,text,gangnam__3__crop_001,gangnam,Yomenya Goemon Japanese Spaghetti,amenity=restaurant,Yomenya Goemon,amenity=restaurant
gemma3:12b,text,gangnam__40__crop_001,gangnam,로빈힐,amenity=bar,로빈,amenity=bar
gemma3:12b,text,gangnam__41__crop_001,gangnam,모닝글로리,shop=stationery,모닝클로리,amenity=cafe
gemma3:12b,text,gangnam__42__crop_001,gangnam,흑마늘족발 보쌈 순대국,amenity=restaurant,다당흑마늘족발 보쌈 순대국,amenity=restaurant
gemma3:12b,text,gangnam__43__crop_001,gangnam,7 ELEVEN,shop=convenience,ELEVEN,amenity=internet_cafe
gemma3:12b,text,gangnam__44__crop_001,gangnam,7 ELEVEN,shop=convenience,ELETE,unknown
gemma3:12b,text,gangnam__44__crop_002,gangnam,영 동 껍데기,amenity=restaurant,동보,amenity=restaurant
gemma3:12b,text,gangnam__45__crop_001,gangnam,영동 껍데기 소금구이,amenity=restaurant,영동,restaurant
gemma3:12b,text,gangnam__46__crop_001,gangnam,통돼지찌개집,amenity=restaurant,통돼지김치찌개,amenity=restaurant
gemma3:12b,text,gangnam__47__crop_001,gangnam,나주,amenity=restaurant,숙성한우와 나주곰탕 전문점,amenity=restaurant
gemma3:12b,text,gangnam__48__crop_001,gangnam,FOOD,amenity=restaurant,김밥천국,amenity=restaurant
gemma3:12b,text,gangnam__49__crop_001,gangnam,PARIS BAGUETTE,shop=bakery,파리바게뜨,shop=bakery
gemma3:12b,text,gangnam__4__crop_001,gangnam,CASA JOVEN,amenity=bar,CASA JOVEN,unknown
gemma3:12b,text,gangnam__50__crop_001,gangnam,coffeesmith,amenity=cafe,커피스미스,amenity=cafe
gemma3:12b,text,gangnam__51__crop_001,gangnam,GS25,shop=convenience,FriendyFrend,unknown
gemma3:12b,text,gangnam__52__crop_001,gangnam,MizMedi Hospital,amenity=clinic,Miz Medi Hospital,amenity=clinic
gemma3:12b,text,gangnam__54__crop_001,gangnam,EM 학원,amenity=school,ZEM,school
gemma3:12b,text,gangnam__54__crop_002,gangnam,ZUM 줌,leisure=fitness_centre,필라테스,leisure=fitness_centre
gemma3:12b,text,gangnam__55__crop_001,gangnam,대성,office=estate_agent,대성,office=company
gemma3:12b,text,gangnam__55__crop_002,gangnam,ROYAL KITCHEN,amenity=restaurant,로얄키친,amenity=restaurant
gemma3:12b,text,gangnam__55__crop_003,gangnam,로얄키친,amenity=restaurant,로얄키친,amenity=restaurant
gemma3:12b,text,gangnam__56__crop_002,gangnam,믿음부동산,office=estate_agent,믿음부동산,office=estate_agent
gemma3:12b,text,gangnam__57__crop_001,gangnam,삼성서점,shop=books,삼성서점,shop=books
gemma3:12b,text,gangnam__57__crop_002,gangnam,솔로몬 공인중개사사무소,office=estate_agent,솔로론 공인중개 사무소,office=estate_agent
gemma3:12b,text,gangnam__58__crop_001,gangnam,VIP 노래방,amenity=karaoke_box,VIP노래방,amenity=karaoke_box
gemma3:12b,text,gangnam__58__crop_002,gangnam,정관장,shop=health_food,이저과자호사56,shop=ice_cream
gemma3:12b,text,gangnam__59__crop_001,gangnam,메디팜 나리약국,amenity=pharmacy,메디팜 나리약국,amenity=pharmacy
gemma3:12b,text,gangnam__59__crop_002,gangnam,VIP 노래방,amenity=karaoke_box,VIP 노래방,amenity=karaoke_box
gemma3:12b,text,gangnam__59__crop_003,gangnam,정관장,shop=health_food,정관장,shop=health_food
gemma3:12b,text,gangnam__5__crop_001,gangnam,MOS BURGER,amenity=fast_food,MOS BURGER,amenity=fast_food
gemma3:12b,text,gangnam__5__crop_003,gangnam,부대찌개,amenity=restaurant,놀부,amenity=restaurant
gemma3:12b,text,gangnam__60__crop_001,gangnam,이수정국어 논술,amenity=school,이수정 국어 논술,shop=bookstore
gemma3:12b,text,gangnam__61__crop_001,gangnam,PAIK S COFFEE,amenity=cafe,PAIK'S COFFEE,amenity=cafe
gemma3:12b,text,gangnam__61__crop_002,gangnam,MINI STOP,shop=convenience,MINI STOP,shop=convenience
gemma3:12b,text,gangnam__62__crop_001,gangnam,MINISTOP,shop=convenience,MINI STOP,shop=convenience
gemma3:12b,text,gangnam__62__crop_002,gangnam,MINISTOP,shop=convenience,HINI SO,unknown
gemma3:12b,text,gangnam__63__crop_001,gangnam,MINISTOP,shop=convenience,치시내점,shop=convenience
gemma3:12b,text,gangnam__64__crop_001,gangnam,SUSHI BROS,amenity=restaurant,SUSHI BROS,amenity=restaurant
gemma3:12b,text,gangnam__64__crop_002,gangnam,MINI STOP,shop=convenience,MINI STOP,shop=convenience
gemma3:12b,text,gangnam__64__crop_003,gangnam,SIZAK STUDY CAFE,amenity=study_cafe,SIZAKSTUDYCAFE,amenity=study_cafe
gemma3:12b,text,gangnam__65__crop_001,gangnam,빽다방,amenity=cafe,빽다방,amenity=cafe
gemma3:12b,text,gangnam__66__crop_002,gangnam,으뜸 공인중개사,office=estate_agent,으뜸 공인중개사,office=estate_agent
gemma3:12b,text,gangnam__67__crop_001,gangnam,한강 오토바이,shop=motorcycle,한강오토바이,shop=motorcycle
gemma3:12b,text,gangnam__67__crop_002,gangnam,천재 공인중개사,office=estate_agent,천재 공인중개사무소,office=estate_agent
gemma3:12b,text,gangnam__68__crop_001,gangnam,by LYNN,shop=clothes,LYNN,unknown
gemma3:12b,text,gangnam__69__crop_001,gangnam,미래향,amenity=restaurant,미래향,amenity=restaurant
gemma3:12b,text,gangnam__6__crop_001,gangnam,HERRY S COFFEE,amenity=cafe,해리스커피,amenity=cafe
gemma3:12b,text,gangnam__70__crop_001,gangnam,병천순대,amenity=restaurant,병천순대,amenity=restaurant
gemma3:12b,text,gangnam__70__crop_002,gangnam,라라감자탕,amenity=restaurant,라라감자탕,amenity=restaurant
gemma3:12b,text,gangnam__70__crop_003,gangnam,민속주점,amenity=bar,민속주점,amenity=bar
gemma3:12b,text,gangnam__71__crop_001,gangnam,금초한의원,amenity=clinic,금초한의원,amenity=clinic
gemma3:12b,text,gangnam__71__crop_002,gangnam,맥주창고,amenity=bar,맥주창고,amenity=bar
gemma3:12b,text,gangnam__71__crop_003,gangnam,박지향 Book Cafe,amenity=book_cafe,박지향 BooK Cafe,amenity=book_cafe
gemma3:12b,text,gangnam__71__crop_004,gangnam,강남김밥,amenity=restaurant,강남김밥,amenity=restaurant
gemma3:12b,text,gangnam__72__crop_001,gangnam,CU,shop=convenience,CU,shop=convenience
gemma3:12b,text,gangnam__73__crop_001,gangnam,정재용헤어,shop=hairdresser,정재용헤어 청,shop=hairdresser
gemma3:12b,text,gangnam__73__crop_002,gangnam,by JUNG JAE YONG,shop=hairdresser,HAIR SALON,shop=hairdresser
gemma3:12b,text,gangnam__74__crop_001,gangnam,밥타임,amenity=restaurant,브리또주먹밥,amenity=restaurant
gemma3:12b,text,gangnam__74__crop_002,gangnam,MARIAN,shop=bakery,MARIAN,unknown
gemma3:12b,text,gangnam__75__crop_001,gangnam,함 박 웃 음,amenity=restaurant,함 박 웃음,amenity=restaurant
gemma3:12b,text,gangnam__76__crop_001,gangnam,유니에셋,office=estate_agent,강남공인중개사사무소,office=estate_agent
gemma3:12b,text,gangnam__76__crop_002,gangnam,유니에셋,office=estate_agent,유니에셋,office=estate_agent
gemma3:12b,text,gangnam__77__crop_001,gangnam,대치래미안,office=estate_agent,대치래미안 공인중개사사무소,office=estate_agent
gemma3:12b,text,gangnam__77__crop_002,gangnam,영광,office=estate_agent,공인중개사 사무소,office=estate_agent
gemma3:12b,text,gangnam__78__crop_001,gangnam,영광,office=estate_agent,공인중개사 사무소,office=estate_agent
gemma3:12b,text,gangnam__78__crop_002,gangnam,리빙인테리어,shop=furniture,리빙인테리어,shop=furniture
gemma3:12b,text,gangnam__79__crop_001,gangnam,GS25,shop=convenience,GS25,shop=convenience
gemma3:12b,text,gangnam__79__crop_002,gangnam,시래기국 깡장보리밥,amenity=restaurant,윤미역직영점,restaurant
gemma3:12b,text,gangnam__7__crop_001,gangnam,Pomato,amenity=restaurant,Pomato,cafe
gemma3:12b,text,gangnam__7__crop_002,gangnam,딸부자네 불백,amenity=restaurant,암자네불백,restaurant
gemma3:12b,text,gangnam__7__crop_003,gangnam,7 ELEVEN,shop=convenience,ELEVEN,amenity=internet_cafe
gemma3:12b,text,gangnam__80__crop_001,gangnam,GS25,shop=convenience,지에스2Fun Fun 강남한점,shop=convenience
gemma3:12b,text,gangnam__81__crop_001,gangnam,GS25,shop=convenience,GS25,shop=convenience
gemma3:12b,text,gangnam__81__crop_002,gangnam,시래기국 깡장보리밥,amenity=restaurant,계몽돈까스,amenity=restaurant
gemma3:12b,text,gangnam__82__crop_001,gangnam,김영희 동태찜 코다리냉면,amenity=restaurant,책물요리,amenity=book_cafe
gemma3:12b,text,gangnam__83__crop_001,gangnam,김영희 동태찜 코다리냉면,amenity=restaurant,김영희,amenity=restaurant
gemma3:12b,text,gangnam__84__crop_001,gangnam,상품권닷컴,office=company,상품권닷컴,unknown
gemma3:12b,text,gangnam__84__crop_002,gangnam,Pasta Dough,amenity=restaurant,BstaoDough,shop=bakery
gemma3:12b,text,gangnam__85__crop_001,gangnam,상품권닷컴,office=company,상품권닷컴,unknown
gemma3:12b,text,gangnam__85__crop_002,gangnam,Pasta Dough,amenity=restaurant,ZUT,unknown
gemma3:12b,text,gangnam__85__crop_003,gangnam,카츠젠,amenity=restaurant,카추젠,amenity=restaurant
gemma3:12b,text,gangnam__86__crop_001,gangnam,부대찌개,amenity=restaurant,대왕,amenity=restaurant
gemma3:12b,text,gangnam__86__crop_002,gangnam,카츠젠,amenity=restaurant,수제돈카초 전문점,amenity=restaurant
gemma3:12b,text,gangnam__86__crop_003,gangnam,상품권닷컴,office=company,LOFO,unknown
gemma3:12b,text,gangnam__87__crop_001,gangnam,엠엑스,shop=beauty,M피부과,amenity=clinic
gemma3:12b,text,gangnam__87__crop_002,gangnam,BROZ PUB,amenity=bar,BROZ PUB,amenity=bar
gemma3:12b,text,gangnam__88__crop_001,gangnam,창포,amenity=restaurant,손만두 코다리찜,amenity=restaurant
gemma3:12b,text,gangnam__89__crop_001,gangnam,Nice to CU,shop=convenience,CUD,unknown
gemma3:12b,text,gangnam__8__crop_002,gangnam,7 ELEVEN,shop=convenience,ELEVEn,unknown
gemma3:12b,text,gangnam__8__crop_003,gangnam,THE FOOT SHOP,shop=beauty,THE FOOT,unknown
gemma3:12b,text,gangnam__90__crop_001,gangnam,Nice to CU,shop=convenience,Niceto CU,cafe
gemma3:12b,text,gangnam__90__crop_002,gangnam,필리아 약국,amenity=pharmacy,필리아 약국,amenity=pharmacy
gemma3:12b,text,gangnam__91__crop_001,gangnam,Nice to CU,shop=convenience,Niceto CU,cafe
gemma3:12b,text,gangnam__92__crop_001,gangnam,I Nail,shop=beauty,Nal,cafe
gemma3:12b,text,gangnam__94__crop_001,gangnam,CAFFE PIE,amenity=cafe,CAFFE,amenity=cafe
gemma3:12b,text,gangnam__95__crop_001,gangnam,헤어명가,shop=hairdresser,헤어명가,shop=hairdresser
gemma3:12b,text,gangnam__96__crop_001,gangnam,스터디카페 24시,amenity=study_cafe,비에이블,amenity=cafe
gemma3:12b,text,gangnam__97__crop_001,gangnam,7,shop=convenience,,unknown
gemma3:12b,text,gangnam__98__crop_001,gangnam,KOREA POST,amenity=post_office,우편취급국,amenity=post_office
gemma3:12b,text,gangnam__99__crop_001,gangnam,워너비,amenity=school,워너비,unknown
gemma3:12b,text,gangnam__9__crop_001,gangnam,초 만 원,amenity=restaurant,초만원,amenity=restaurant
gemma3:12b,text,suwon__100__crop_001,suwon,전주 콩나물국밥,amenity=restaurant,전주콩나물국밥,amenity=restaurant
gemma3:12b,text,suwon__10__crop_001,suwon,7 ELEVEN,shop=convenience,ELEVEn,unknown
gemma3:12b,text,suwon__10__crop_002,suwon,Bur3wa,,BuRgwa.,cafe
gemma3:12b,text,suwon__10__crop_003,suwon,ZOO COFFEE,amenity=cafe,ZOO COFFEE,amenity=cafe
gemma3:12b,text,suwon__11__crop_001,suwon,천사네일,shop=beauty,천사네일,shop=beauty
gemma3:12b,text,suwon__12__crop_001,suwon,JS 미용재료,shop=hairdresser,JS미용재료,shop=beauty
gemma3:12b,text,suwon__13__crop_001,suwon,Chou,shop=bakery,Cake House,shop=bakery
gemma3:12b,text,suwon__13__crop_002,suwon,뼈나라 감자탕,amenity=restaurant,감자탕,amenity=restaurant
