model,mode,image_name,region,gt_name,gt_tag,pred_name,pred_tag,rag_hits,in_db
qwen3-vl:32b-instruct,vlmrag,suwon__66__crop_001,suwon,대우 마이홈,office=estate_agent,대우마이홈 공인중개사,office=estate_agent,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__66__crop_002,suwon,VALENTI,shop=clothes,VALENTI 팬션샵,shop=beauty,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__67__crop_001,suwon,어부돈가,amenity=restaurant,어부동가,amenity=restaurant,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__68__crop_001,suwon,VALENTI,shop=clothes,VALENTI 편집샵,shop=beauty,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__69__crop_001,suwon,신성 자동차 정비,shop=car_repair,신성자동차정비,shop=car_repair,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__70__crop_001,suwon,신성공업사,shop=car_repair,신성공업사,office=company,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__70__crop_002,suwon,신성,shop=car_repair,신성,unknown,0,0
qwen3-vl:32b-instruct,vlmrag,suwon__71__crop_001,suwon,참숯구이,amenity=restaurant,참숯구이,amenity=restaurant,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__72__crop_001,suwon,골목집,amenity=restaurant,골목집,amenity=restaurant,5,1
qwen3-vl:32b-instruct,vlmrag,suwon__73__crop_001,suwon,해장국 수육,amenity=restaurant,원조 해장국·수육,amenity=restaurant,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__73__crop_002,suwon,유치회관,amenity=restaurant,유치회관,amenity=restaurant,5,1
qwen3-vl:32b-instruct,vlmrag,suwon__74__crop_001,suwon,4900냥 순대국,amenity=restaurant,4900냥순대국,amenity=restaurant,5,1
qwen3-vl:32b-instruct,vlmrag,suwon__75__crop_001,suwon,교육그룹 정진,amenity=school,교육그룹 정진,amenity=school,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__76__crop_001,suwon,24시 정통마사지,shop=beauty,24시 정통마사지,shop=beauty,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__76__crop_002,suwon,럭셔리 노래팡팡,amenity=karaoke_box,럭셔리노래파파치헤,amenity=karaoke_box,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__77__crop_001,suwon,스타일 MOTEL,tourism=hotel,스타일 MOTEL,tourism=hotel,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__77__crop_002,suwon,스타일,tourism=hotel,스타일,shop=beauty,0,1
qwen3-vl:32b-instruct,vlmrag,suwon__78__crop_001,suwon,모텔 스타일주차장,tourism=hotel,모텔 스타일 주차장,amenity=parking,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__79__crop_001,suwon,소원식당,amenity=restaurant,수원식당,amenity=restaurant,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__7__crop_001,suwon,sharalla Brush,shop=clothes,sharalla Brush,shop=beauty,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__81__crop_001,suwon,시골집,amenity=restaurant,시골집,amenity=restaurant,5,1
qwen3-vl:32b-instruct,vlmrag,suwon__82__crop_001,suwon,시골집,amenity=restaurant,시골집,amenity=restaurant,5,1
qwen3-vl:32b-instruct,vlmrag,suwon__83__crop_001,suwon,시온성,amenity=restaurant,시온성,amenity=restaurant,5,1
qwen3-vl:32b-instruct,vlmrag,suwon__83__crop_002,suwon,짱 PC방,amenity=internet_cafe,짱PC방,amenity=internet_cafe,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__84__crop_001,suwon,수입 엔틱 가구,shop=furniture,수입엔틱가구,shop=furniture,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__85__crop_001,suwon,대게 킹크랩 랍스터,amenity=restaurant,대게나라 수원점,amenity=restaurant,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__86__crop_001,suwon,수입 엔틱 가구,shop=furniture,수입엔틱가구,shop=furniture,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__86__crop_002,suwon,VERONA,shop=furniture,VERONA 인텍 젠판,office=company,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__87__crop_001,suwon,HOTEL ILMARE,tourism=hotel,HOTEL ILMARE,tourism=hotel,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__89__crop_001,suwon,유료주차장,amenity=parking,유료주차장,amenity=parking,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__8__crop_001,suwon,경훈약국,amenity=pharmacy,경현약국,amenity=pharmacy,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__90__crop_001,suwon,Garma Hair,shop=hairdresser,가르마 Garma Hair,shop=hairdresser,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__91__crop_001,suwon,부안 바지락촌,amenity=restaurant,부안바지락촌,amenity=restaurant,5,1
qwen3-vl:32b-instruct,vlmrag,suwon__92__crop_001,suwon,신촌옥 설렁탕 해장국,amenity=restaurant,신촌옥설렁탕해장국,amenity=restaurant,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__93__crop_002,suwon,PREMIUM MULTI SHOP,shop=clothes,PREMIUM MULTI SHOP,shop=convenience,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__94__crop_001,suwon,라미 웨딩쥬얼리,shop=beauty,羅美 라미웨딩쥬얼리,shop=jewelry,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__96__crop_001,suwon,르노삼성자동차 인계점,shop=car_repair,르노삼성자동차 인계점 225-8101,shop=car_repair,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__97__crop_001,suwon,어구미,amenity=restaurant,본점,amenity=restaurant,5,1
qwen3-vl:32b-instruct,vlmrag,suwon__98__crop_001,suwon,어구미,amenity=restaurant,고기집 꼬치,amenity=restaurant,5,1
qwen3-vl:32b-instruct,vlmrag,suwon__99__crop_001,suwon,RESTAURANT,amenity=restaurant,RESTAURANT,amenity=restaurant,5,0
qwen3-vl:32b-instruct,vlmrag,suwon__9__crop_001,suwon,ISaac,amenity=fast_food,Isaac,amenity=cafe,5,0
